CSD Code / Code de la SDR 2016,CSD Name / Nom de la SDR 2016,Census Population / Population de recensement 2016,Income / Revenu 2016,Education / Scolarité 2016,Housing / Logement 2016,Labour Force Activity / Activité sur le marché du travail 2016,CWB / IBC 2016,Community Type / Type de communauté 2016
4703011,Old Post No. 43,377,72,57,89,93,78,Non-Indigenous Community / Communauté non-Autochtone
4703012,Wood Mountain,20,,,,,,Non-Indigenous Community / Communauté non-Autochtone
4703016,Glen McPherson No. 46,72,,,,,,Non-Indigenous Community / Communauté non-Autochtone
4703018,Mankota No. 45,292,80,62,93,97,83,Non-Indigenous Community / Communauté non-Autochtone
4703019,Mankota,205,,,,,71,Non-Indigenous Community / Communauté non-Autochtone
4703022,Waverley No. 44,336,74,49,96,95,79,Non-Indigenous Community / Communauté non-Autochtone
4703026,Willow Bunch No. 42,306,78,58,93,97,81,Non-Indigenous Community / Communauté non-Autochtone
4703028,Willow Bunch,272,82,61,82,84,77,Non-Indigenous Community / Communauté non-Autochtone
4703029,Excel No. 71,391,69,54,99,88,78,Non-Indigenous Community / Communauté non-Autochtone
4703034,Lake of the Rivers No. 72,279,80,59,94,97,83,Non-Indigenous Community / Communauté non-Autochtone
4703036,Assiniboia,2389,77,56,95,91,80,Non-Indigenous Community / Communauté non-Autochtone
4703038,Stonehenge No. 73,319,81,59,95,96,83,Non-Indigenous Community / Communauté non-Autochtone
4703041,Limerick,115,,,,,75,Non-Indigenous Community / Communauté non-Autochtone
4703042,Wood River No. 74,433,78,64,98,87,82,Non-Indigenous Community / Communauté non-Autochtone
4703044,Lafleche,382,75,53,97,92,79,Non-Indigenous Community / Communauté non-Autochtone
4703048,Pinto Creek No. 75,283,,,,,79,Non-Indigenous Community / Communauté non-Autochtone
4703051,Kincaid,111,,,,,77,Non-Indigenous Community / Communauté non-Autochtone
4703052,Hazenmore,70,,,,,70,Non-Indigenous Community / Communauté non-Autochtone
4703054,Auvergne No. 76,412,73,44,98,95,78,Non-Indigenous Community / Communauté non-Autochtone
4703058,Ponteix,563,70,46,89,86,73,Non-Indigenous Community / Communauté non-Autochtone
4703059,Whiska Creek No. 106,465,72,56,95,90,78,Non-Indigenous Community / Communauté non-Autochtone
4703061,Neville,87,,,,,77,Non-Indigenous Community / Communauté non-Autochtone
4703062,Vanguard,134,,,,,84,Non-Indigenous Community / Communauté non-Autochtone
4703064,Glen Bain No. 105,180,,,,,77,Non-Indigenous Community / Communauté non-Autochtone
4703068,Gravelbourg No. 104,472,78,61,96,98,83,Non-Indigenous Community / Communauté non-Autochtone
4703071,Gravelbourg,1083,75,60,93,92,80,Non-Indigenous Community / Communauté non-Autochtone
4703074,Sutton No. 103,240,,,,,81,Non-Indigenous Community / Communauté non-Autochtone
4703092,Mossbank,360,75,58,95,93,80,Non-Indigenous Community / Communauté non-Autochtone
4703093,Lake Johnston No. 102,170,,,,,78,Non-Indigenous Community / Communauté non-Autochtone
4703096,Terrell No. 101,241,,,,,78,Non-Indigenous Community / Communauté non-Autochtone
4703801,Wood Mountain 160,20,,,,,,First Nations Community / Communauté des Premières Nations
4704002,Val Marie,126,,,,,83,Non-Indigenous Community / Communauté non-Autochtone
4704003,Val Marie No. 17,413,,,,,84,Non-Indigenous Community / Communauté non-Autochtone
4704006,Lone Tree No. 18,150,,,,,80,Non-Indigenous Community / Communauté non-Autochtone
4704008,Bracken,20,,,,,,Non-Indigenous Community / Communauté non-Autochtone
4704009,Climax,195,,,,,84,Non-Indigenous Community / Communauté non-Autochtone
4704011,Frontier No. 19,326,,,,,83,Non-Indigenous Community / Communauté non-Autochtone
4704012,Frontier,372,71,55,97,84,77,Non-Indigenous Community / Communauté non-Autochtone
4704019,Reno No. 51,379,80,54,87,99,80,Non-Indigenous Community / Communauté non-Autochtone
4704021,Consul,73,,,,,83,Non-Indigenous Community / Communauté non-Autochtone
4704024,White Valley No. 49,478,80,58,94,93,81,Non-Indigenous Community / Communauté non-Autochtone
4704026,Eastend,503,77,58,97,92,81,Non-Indigenous Community / Communauté non-Autochtone
4704028,Wise Creek No. 77,205,,,,,79,Non-Indigenous Community / Communauté non-Autochtone
4704029,Cadillac,92,,,,,71,Non-Indigenous Community / Communauté non-Autochtone
4704034,Grassy Creek No. 78,364,82,59,96,98,84,Non-Indigenous Community / Communauté non-Autochtone
4704036,Shaunavon,1714,80,59,95,91,81,Non-Indigenous Community / Communauté non-Autochtone
4704038,Arlington No. 79,366,,,,,84,Non-Indigenous Community / Communauté non-Autochtone
4704045,Maple Creek No. 111,1068,78,59,93,90,80,Non-Indigenous Community / Communauté non-Autochtone
4704048,Maple Creek,2084,77,57,93,93,80,Non-Indigenous Community / Communauté non-Autochtone
4704050,Piapot No. 110,302,76,57,89,94,79,Non-Indigenous Community / Communauté non-Autochtone
4704054,Carmichael No. 109,444,,,,,79,Non-Indigenous Community / Communauté non-Autochtone
4704056,Carmichael,58,,,,,,Non-Indigenous Community / Communauté non-Autochtone
4704058,Bone Creek No. 108,394,75,54,95,94,79,Non-Indigenous Community / Communauté non-Autochtone
4704061,Lac Pelletier No. 107,546,77,54,95,92,79,Non-Indigenous Community / Communauté non-Autochtone
4704802,Nekaneet Cree Nation,182,,,,,58,First Nations Community / Communauté des Premières Nations
4705001,Moosomin No. 121,470,86,62,93,89,83,Non-Indigenous Community / Communauté non-Autochtone
4705002,Fleming,84,,,,,79,Non-Indigenous Community / Communauté non-Autochtone
4705004,Moosomin,2743,81,58,97,89,81,Non-Indigenous Community / Communauté non-Autochtone
4705006,Welwyn,133,,,,,71,Non-Indigenous Community / Communauté non-Autochtone
4705007,Martin No. 122,289,90,59,94,92,84,Non-Indigenous Community / Communauté non-Autochtone
4705009,Wapella,326,83,57,87,89,79,Non-Indigenous Community / Communauté non-Autochtone
4705011,Silverwood No. 123,410,80,57,93,98,82,Non-Indigenous Community / Communauté non-Autochtone
4705014,Kingsley No. 124,444,85,64,95,95,84,Non-Indigenous Community / Communauté non-Autochtone
4705016,Kipling,1074,99,56,96,88,85,Non-Indigenous Community / Communauté non-Autochtone
4705018,Chester No. 125,383,77,53,87,95,78,Non-Indigenous Community / Communauté non-Autochtone
4705019,Windthorst,211,,,,,78,Non-Indigenous Community / Communauté non-Autochtone
4705021,Glenavon,182,,,,,74,Non-Indigenous Community / Communauté non-Autochtone
4705024,Wolseley,854,81,60,95,85,80,Non-Indigenous Community / Communauté non-Autochtone
4705027,Wolseley No. 155,372,73,53,95,92,78,Non-Indigenous Community / Communauté non-Autochtone
4705028,Elcapo No. 154,488,75,57,96,92,80,Non-Indigenous Community / Communauté non-Autochtone
4705029,Grenfell,1099,75,60,95,82,78,Non-Indigenous Community / Communauté non-Autochtone
4705031,Broadview,552,76,59,95,88,80,Non-Indigenous Community / Communauté non-Autochtone
4705033,Willowdale No. 153,299,74,56,92,91,78,Non-Indigenous Community / Communauté non-Autochtone
4705034,Whitewood,862,78,52,94,90,79,Non-Indigenous Community / Communauté non-Autochtone
4705037,Rocanville No. 151,507,79,63,95,92,82,Non-Indigenous Community / Communauté non-Autochtone
4705038,Rocanville,863,83,59,93,91,81,Non-Indigenous Community / Communauté non-Autochtone
4705041,Spy Hill No. 152,323,80,56,87,96,79,Non-Indigenous Community / Communauté non-Autochtone
4705042,Tantallon,91,,,,,86,Non-Indigenous Community / Communauté non-Autochtone
4705043,Spy Hill,168,,,,,78,Non-Indigenous Community / Communauté non-Autochtone
4705044,Gerald,136,,,,,80,Non-Indigenous Community / Communauté non-Autochtone
4705047,Langenburg No. 181,557,80,54,93,92,80,Non-Indigenous Community / Communauté non-Autochtone
4705048,Langenburg,1165,82,57,93,94,82,Non-Indigenous Community / Communauté non-Autochtone
4705049,Yarbo,57,,,,,,Non-Indigenous Community / Communauté non-Autochtone
4705050,West End,37,,,,,,Non-Indigenous Community / Communauté non-Autochtone
4705051,Fertile Belt No. 183,781,86,58,98,89,83,Non-Indigenous Community / Communauté non-Autochtone
4705052,Esterhazy,2502,87,61,96,89,83,Non-Indigenous Community / Communauté non-Autochtone
4705053,Atwater,30,,,,,,Non-Indigenous Community / Communauté non-Autochtone
4705054,Bangor,38,,,,,,Non-Indigenous Community / Communauté non-Autochtone
4705055,Bird's Point,112,,,,,90,Non-Indigenous Community / Communauté non-Autochtone
4705056,Stockholm,352,81,52,96,83,78,Non-Indigenous Community / Communauté non-Autochtone
4705057,Grayson No. 184,512,81,60,98,89,82,Non-Indigenous Community / Communauté non-Autochtone
4705058,Dubuc,61,,,,,,Non-Indigenous Community / Communauté non-Autochtone
4705059,Grayson,211,,,,,76,Non-Indigenous Community / Communauté non-Autochtone
4705060,Melville Beach,19,,,,,,Non-Indigenous Community / Communauté non-Autochtone
4705061,Waldron,15,,,,,,Non-Indigenous Community / Communauté non-Autochtone
4705062,Killaly,65,,,,,,Non-Indigenous Community / Communauté non-Autochtone
4705063,McLeod No. 185,365,79,58,96,93,81,Non-Indigenous Community / Communauté non-Autochtone
4705064,Neudorf,263,77,51,94,82,76,Non-Indigenous Community / Communauté non-Autochtone
4705066,Lemberg,313,75,53,91,83,75,Non-Indigenous Community / Communauté non-Autochtone
4705067,Stanley No. 215,505,75,55,90,92,78,Non-Indigenous Community / Communauté non-Autochtone
4705068,Duff,30,,,,,,Non-Indigenous Community / Communauté non-Autochtone
4705069,Goodeve,40,,,,,,Non-Indigenous Community / Communauté non-Autochtone
4705071,Fenwood,30,,,,,,Non-Indigenous Community / Communauté non-Autochtone
4705073,Cana No. 214,867,76,55,94,91,79,Non-Indigenous Community / Communauté non-Autochtone
4705074,Melville,4562,79,55,96,87,79,Non-Indigenous Community / Communauté non-Autochtone
4705077,Saltcoats No. 213,712,74,57,96,92,80,Non-Indigenous Community / Communauté non-Autochtone
4705078,Saltcoats,484,77,55,95,91,80,Non-Indigenous Community / Communauté non-Autochtone
4705079,Bredenbury,372,80,48,95,89,78,Non-Indigenous Community / Communauté non-Autochtone
4705093,Churchbridge No. 211,619,79,60,96,94,82,Non-Indigenous Community / Communauté non-Autochtone
4705094,Churchbridge,896,84,57,98,90,82,Non-Indigenous Community / Communauté non-Autochtone
4705096,MacNutt,65,,,,,,Non-Indigenous Community / Communauté non-Autochtone
4705803,Cowessess 73,540,53,54,70,73,63,First Nations Community / Communauté des Premières Nations
4705804,Kahkewistahaw 72,502,44,44,80,66,58,First Nations Community / Communauté des Premières Nations
4705805,Sakimay 74,147,,,,,52,First Nations Community / Communauté des Premières Nations
4705806,Ochapowace 71,426,50,49,68,76,61,First Nations Community / Communauté des Premières Nations
4705807,Shesheep 74A,111,,,,,81,First Nations Community / Communauté des Premières Nations
4705808,Little Bone 74B,24,,,,,,First Nations Community / Communauté des Premières Nations
4705814,Ochapowace 71-10,,,,,,,First Nations Community / Communauté des Premières Nations
4705818,Ochapowace 71-54,,,,,,,First Nations Community / Communauté des Premières Nations
4705821,Ochapowace 71-26,,,,,,,First Nations Community / Communauté des Premières Nations
4705822,Ochapowace 71-70,,,,,,,First Nations Community / Communauté des Premières Nations
4705823,Ochapowace 71-7,,,,,,,First Nations Community / Communauté des Premières Nations
4705824,Ochapowace 71-18,,,,,,,First Nations Community / Communauté des Premières Nations
4705825,Ochapowace 71-51,,,,,,,First Nations Community / Communauté des Premières Nations
4705826,Ochapowace 71-44,,,,,,,First Nations Community / Communauté des Premières Nations
4706001,Montmartre No. 126,483,68,61,99,94,80,Non-Indigenous Community / Communauté non-Autochtone
4706002,Montmartre,490,77,53,95,87,78,Non-Indigenous Community / Communauté non-Autochtone
4706003,Kendal,83,,,,,82,Non-Indigenous Community / Communauté non-Autochtone
4706004,Francis No. 127,674,75,57,98,94,81,Non-Indigenous Community / Communauté non-Autochtone
4706006,Odessa,205,,,,,78,Non-Indigenous Community / Communauté non-Autochtone
4706007,Vibank,385,84,62,97,93,84,Non-Indigenous Community / Communauté non-Autochtone
4706008,Sedley,358,86,65,95,88,83,Non-Indigenous Community / Communauté non-Autochtone
4706009,Francis,217,,,,,79,Non-Indigenous Community / Communauté non-Autochtone
4706011,Lajord No. 128,1232,83,62,98,91,84,Non-Indigenous Community / Communauté non-Autochtone
4706013,Bratt's Lake No. 129,315,85,64,94,92,84,Non-Indigenous Community / Communauté non-Autochtone
4706014,Wilcox,264,,,,,89,Non-Indigenous Community / Communauté non-Autochtone
4706016,Redburn No. 130,250,,,,,81,Non-Indigenous Community / Communauté non-Autochtone
4706017,Rouleau,540,79,62,96,88,81,Non-Indigenous Community / Communauté non-Autochtone
4706018,Briercrest,159,,,,,79,Non-Indigenous Community / Communauté non-Autochtone
4706019,Drinkwater,70,,,,,79,Non-Indigenous Community / Communauté non-Autochtone
4706021,Pense No. 160,508,83,65,97,92,84,Non-Indigenous Community / Communauté non-Autochtone
4706022,Belle Plaine,85,,,,,73,Non-Indigenous Community / Communauté non-Autochtone
4706023,Pense,587,85,64,97,94,85,Non-Indigenous Community / Communauté non-Autochtone
4706026,Sherwood No. 159,974,89,64,98,94,86,Non-Indigenous Community / Communauté non-Autochtone
4706027,Regina,215106,83,69,94,89,83,Non-Indigenous Community / Communauté non-Autochtone
4706028,Grand Coulee,649,86,77,95,94,88,Non-Indigenous Community / Communauté non-Autochtone
4706029,Edenwold No. 158,4490,92,70,98,92,88,Non-Indigenous Community / Communauté non-Autochtone
4706030,White City,3099,91,74,99,93,89,Non-Indigenous Community / Communauté non-Autochtone
4706031,Pilot Butte,2137,84,61,95,92,83,Non-Indigenous Community / Communauté non-Autochtone
4706032,Balgonie,1765,86,67,96,92,85,Non-Indigenous Community / Communauté non-Autochtone
4706033,Edenwold,233,,,,,83,Non-Indigenous Community / Communauté non-Autochtone
4706034,South Qu'Appelle No. 157,1275,81,63,97,91,83,Non-Indigenous Community / Communauté non-Autochtone
4706036,Qu'Appelle,639,78,58,91,94,80,Non-Indigenous Community / Communauté non-Autochtone
4706037,McLean,405,76,63,96,91,81,Non-Indigenous Community / Communauté non-Autochtone
4706038,Indian Head No. 156,336,84,65,99,94,85,Non-Indigenous Community / Communauté non-Autochtone
4706039,Indian Head,1910,77,59,97,90,81,Non-Indigenous Community / Communauté non-Autochtone
4706041,Sintaluta,119,,,,,72,Non-Indigenous Community / Communauté non-Autochtone
4706042,Abernethy No. 186,362,76,64,95,94,82,Non-Indigenous Community / Communauté non-Autochtone
4706045,Fort San,222,,,,,85,Non-Indigenous Community / Communauté non-Autochtone
4706046,Abernethy,204,,,,,76,Non-Indigenous Community / Communauté non-Autochtone
4706047,Balcarres,587,80,61,95,92,82,Non-Indigenous Community / Communauté non-Autochtone
4706048,North Qu'Appelle No. 187,855,86,65,96,86,83,Non-Indigenous Community / Communauté non-Autochtone
4706049,Lebret,216,,,,,74,Non-Indigenous Community / Communauté non-Autochtone
4706050,Katepwa,312,89,62,99,80,82,Non-Indigenous Community / Communauté non-Autochtone
4706051,Fort Qu'Appelle,2027,74,56,95,89,78,Non-Indigenous Community / Communauté non-Autochtone
4706052,B-Say-Tah,156,,,,,84,Non-Indigenous Community / Communauté non-Autochtone
4706053,Lumsden No. 189,1938,89,70,97,90,86,Non-Indigenous Community / Communauté non-Autochtone
4706054,Disley,67,,,,,80,Non-Indigenous Community / Communauté non-Autochtone
4706055,Buena Vista,612,88,67,97,86,85,Non-Indigenous Community / Communauté non-Autochtone
4706056,Lumsden,1824,86,68,97,92,86,Non-Indigenous Community / Communauté non-Autochtone
4706057,Lumsden Beach,30,,,,,,Non-Indigenous Community / Communauté non-Autochtone
4706058,Regina Beach,1145,93,66,91,87,84,Non-Indigenous Community / Communauté non-Autochtone
4706059,Dufferin No. 190,559,83,60,98,94,84,Non-Indigenous Community / Communauté non-Autochtone
4706060,Wee Too Beach,79,,,,,81,Non-Indigenous Community / Communauté non-Autochtone
4706061,Bethune,399,81,55,96,93,81,Non-Indigenous Community / Communauté non-Autochtone
4706062,Findlater,45,,,,,,Non-Indigenous Community / Communauté non-Autochtone
4706063,Sarnia No. 221,322,78,58,83,94,78,Non-Indigenous Community / Communauté non-Autochtone
